"token_data","proto_data","gloss_data","uid_data"
"eden","PWMP","to brood, sit on eggs ","2299"
"enduR","PMP","thunder ","2359"
"enduR","PWMP","thunder ","2359"
"enduR","PCEMP","thunder ","2359"
"enduR","PCMP","thunder ","2359"
"endut","PWMP","resilient, springing back when pressed down ","2360"
"eŋga","PWMP","no, not ","2438"
"egaŋ","PWMP","dry, dried up ","2302"
"egap","PWMP","gasp, open the mouth to breathe ","2300"
"eŋgem","PMP","hold something inside the mouth ","2439"
"eŋgem","PWMP","hold something inside the mouth ","2439"
"egik","PMP","high-pitched throaty sound ","2303"
"egik","PWMP","high-pitched throaty sound ","2303"
"egik","PCEMP","high-pitched throaty sound ","2303"
"egik","PCMP","high-pitched throaty sound ","2303"
"e(ŋ)guk","PMP","make a gurgling sound ","2454"
"e(ŋ)guk","PWMP","make a gurgling sound ","2454"
"e(ŋ)guk","PCEMP","make a gurgling sound ","2454"
"e(ŋ)guk","PCMP","make a gurgling sound ","2454"
"ejaq","PWMP","vetative; don't ","2304"
"e(ŋ)juŋ","PWMP","nose ","2455"
"e(ŋ)kak","PMP","choke, gasp, struggle for breath ","2456"
"e(ŋ)kak","PWMP","choke, gasp, struggle for breath ","2456"
"e(ŋ)kak","PCEMP","choke, gasp, struggle for breath ","2456"
"e(ŋ)kak","PCMP","choke, gasp, struggle for breath ","2456"
"eŋkak-eŋkak","PWMP","choke, gasp, struggle for breath ","2457"
"ekal","PPH","to remove, take off or out ","12243"
"ekaŋ","PWMP","hoot, croak ","2307"
"eŋkaŋ","PWMP","spread the legs ","2443"
"ekap","PMP","gasp for air ","2306"
"ekap","PWMP","gasp for air ","2306"
"ekap","PCEMP","gasp for air ","2306"
"ekap","PCMP","gasp for air ","2306"
"eŋkaq","PWMP","breathe quickly or deeply ","2442"
"e(ŋ)kek","PMP","subdued laughter; sobbing ","2458"
"e(ŋ)kek","PWMP","subdued laughter; sobbing ","2458"
"e(ŋ)kek","PCEMP","subdued laughter; sobbing ","2458"
"e(ŋ)kek","PCMP","subdued laughter; sobbing ","2458"
"eŋkel","PMP","bent, stooped ","2444"
"eŋkel","PWMP","bent, stooped ","2444"
"eŋkel","PCEMP","bent, stooped ","2444"
"eŋkel","PCMP","bent, stooped ","2444"
"eŋkel","PEMP","bent, stooped ","2444"
"ekeŋ","PMP","stiff ","2312"
"ekeŋ","PWMP","stiff ","2312"
"ekeŋ","PCEMP","stiff ","2312"
"ekeŋ","PCMP","stiff ","2312"
"eŋkeŋ","PMP","moan, hum, howl ","2447"
"eŋkeŋ","PWMP","moan, hum, howl ","2447"
"eŋkeŋ","PCEMP","moan, hum, howl ","2447"
"eŋkeŋ","PCMP","moan, hum, howl ","2447"
"ekep","PMP","brood, sit on eggs ","2310"
"ekep","PWMP","brood, sit on eggs ","2310"
"ekep","PCEMP","brood, sit on eggs ","2310"
"ekep","PCMP","brood, sit on eggs ","2310"
"eŋker","PWMP","low guttural or rumbling sound; snore, roar ","2446"
"eket","PWMP","stick, adhere ","2311"
"e(ŋ)kik","PMP","shrill cry ","2459"
"e(ŋ)kik","PWMP","shrill cry ","2459"
"e(ŋ)kik","PCEMP","shrill cry ","2459"
"e(ŋ)kik","PCMP","shrill cry ","2459"
"ekit","PMP","squeak, shriek ","2313"
"ekit","PWMP","squeak, shriek ","2313"
"ekit","PCEMP","squeak, shriek ","2313"
"ekit","PCMP","squeak, shriek ","2313"
"ekuk","PMP","make a croaking sound ","2314"
"ekuk","PWMP","make a croaking sound ","2314"
"ekuk","PCEMP","make a croaking sound ","2314"
"ekuk","PCMP","make a croaking sound ","2314"
"ekup","PWMP","enclose, cover ","2315"
"eŋkus","PWMP","snort, sniff; blow air through the nostrils ","2448"
"eŋkut","PMP","guttural sound ","2449"
"eŋkut","PWMP","guttural sound ","2449"
"eŋkut","PCEMP","guttural sound ","2449"
"eŋkut","PCMP","guttural sound ","2449"
"elak","PMP","separate two things ","2316"
"elak","PWMP","separate two things ","2316"
"elak","PCEMP","separate two things ","2316"
"elak","PCMP","separate two things ","2316"
"eleb","PWMP","knee ","2317"
"elem","PMP","shade, darkness ","2318"
"elem","PWMP","shade, darkness ","2318"
"elem","PCEMP","shade, darkness ","2318"
"elem","PCMP","shade, darkness ","2318"
"elem","PWMP","cautious, suspicious ","2319"
"elet","PMP","borrow, be in debt ","2320"
"elet","PWMP","borrow, be in debt ","2320"
"elet","PCEMP","borrow, be in debt ","2320"
"elet","PCMP","borrow, be in debt ","2320"
"elet","PWMP","exert strength or effort ","2321"
"eliŋ","PMP","high-pitched sound ","2322"
"eliŋ","PWMP","high-pitched sound ","2322"
"eliŋ","PCEMP","high-pitched sound ","2322"
"eliŋ","PCMP","high-pitched sound ","2322"
"eluŋ","PMP","bend, curve ","2323"
"eluŋ","PWMP","bend, curve ","2323"
"eluŋ","PCEMP","bend, curve ","2323"
"eluŋ","PCMP","bend, curve ","2323"
"ema","PMP","father's sister, possibly address term ","2324"
"ema","PWMP","father's sister, possibly address term ","2324"
"ema","PCEMP","father's sister, possibly address term ","2324"
"ema","PCMP","father's sister, possibly address term ","2324"
"ema","PWMP","kiss ","2326"
"ema-q","PMP","father's sister, possibly address term ","2325"
"ema-q","PWMP","father's sister, possibly address term ","2325"
"ema-q","PCEMP","father's sister, possibly address term ","2325"
"ema-q","PCMP","father's sister, possibly address term ","2325"
"emeg","PWMP","damp, moist ","2335"
"emis","PMP","sweet taste ","2336"
"emis","PWMP","sweet taste ","2336"
"emis","PCEMP","sweet taste ","2336"
"emis","PCMP","sweet taste ","2336"
"emis","PEMP","sweet taste ","2336"
"emis","PSHWNG","sweet taste ","2336"
"emis","PEMP","sweet taste ","2647"
"emis","PSHWNG","sweet taste ","2647"
"emit","PMP","small in quantity, few; trifling amount ","2337"
"emit","PWMP","small in quantity, few; trifling amount ","2337"
"emit","PCEMP","small in quantity, few; trifling amount ","2337"
"emit","PCMP","small in quantity, few; trifling amount ","2337"
"emun","PWMP","if ","2350"
"emuŋ","PWMP","gather, collect together ","2352"
"emuR","PMP","hold in the mouth ","2351"
"emuR","PWMP","hold in the mouth ","2351"
"emuR","PCEMP","hold in the mouth ","2351"
"emuR","PCMP","hold in the mouth ","2351"
"emuR","PEMP","hold in the mouth ","2351"
"-en","PAN","marker of direct passive ","2381"
"-en","PMP","marker of direct passive ","2381"
"-en","PWMP","marker of direct passive ","2381"
"ena","PMP","catch or get caught in a trap; hit mark with spear, etc. ","2355"
"ena","PWMP","catch or get caught in a trap; hit mark with spear, etc. ","2355"
"ena","PCEMP","catch or get caught in a trap; hit mark with spear, etc. ","2355"
"ena","PEMP","catch or get caught in a trap; hit mark with spear, etc. ","2355"
"enap","PMP","scale of a fish ","2354"
"enap","PWMP","scale of a fish ","2354"
"enap","PCEMP","scale of a fish ","2354"
"enap","PCMP","scale of a fish ","2354"
"enat","PPH","to pull something toward oneself ","12142"
"enat-en","PPH","to pull something toward oneself ","12143"
"enem","PAN","six ","2361"
"enem","PMP","six ","2361"
"enem","PWMP","six ","2361"
"enem","PCEMP","six ","2361"
"enem","PCMP","six ","2361"
"enem enem","PMP","six by six, six at a time ","2374"
"enem enem","PWMP","six by six, six at a time ","2374"
"enem enem","PCEMP","six by six, six at a time ","2374"
"enem enem","PEMP","six by six, six at a time ","2374"
"enem ŋa puluq","PMP","sixty ","2372"
"enem ŋa puluq","PWMP","sixty ","2372"
"enem ŋa puluq","PCEMP","sixty ","2372"
"enem ŋa puluq","PCMP","sixty ","2372"
"enem-an","PPH","group of six ","2371"
"enép","PPH","keep to oneself ","2382"
"e(n)teŋ","PMP","stare, look fixedly at ","2450"
"e(n)teŋ","PWMP","stare, look fixedly at ","2450"
"e(n)teŋ","PCEMP","stare, look fixedly at ","2450"
"e(n)teŋ","PCMP","stare, look fixedly at ","2450"
"e(n)teŋ","PEMP","stare, look fixedly at ","2450"
"eñat","PWMP","stretch ","2434"
"eñep","PMP","sunken, submerged ","2435"
"eñep","PWMP","sunken, submerged ","2435"
"eñep","PCEMP","sunken, submerged ","2435"
"eñep","PCMP","sunken, submerged ","2435"
"eŋap","PMP","gasp for breath ","2432"
"eŋap","PWMP","gasp for breath ","2432"
"eŋap","PCEMP","gasp for breath ","2432"
"eŋap","PEMP","gasp for breath ","2432"
"eŋap","POC","gasp for breath ","2432"
"eŋaq","PWMP","wide open (mouth) ","2433"
"eŋeŋ","PWMP","buzz, hum ","2437"
"eŋes","PPH","sniffle, snore ","2436"
"eŋik","PWMP","high-pitched sound of complaint ","2441"
"eŋit","PPH","laugh; laughter ","4974"
"e(ŋ)kab","PWMP","open, uncover ","2305"
"e(ŋ)keb","PMP","a cover, to cover ","2308"
"e(ŋ)keb","PWMP","a cover, to cover ","2308"
"e(ŋ)keb","PCEMP","a cover, to cover ","2308"
"e(ŋ)keb","PCMP","a cover, to cover ","2308"
"e(ŋ)keb","PEMP","a cover, to cover ","2308"
"eŋus","PPH","sniffle, pant ","2452"
"eŋut","PMP","complain loudly ","2453"
"eŋut","PWMP","complain loudly ","2453"
"eŋut","PCEMP","complain loudly ","2453"
"eŋut","PCMP","complain loudly ","2453"
"epak","PWMP","break, crack, split ","2383"
"epan","PWMP","start a fire ","2384"
"epaŋ","PMP","notch; notched ","2386"
"epaŋ","PWMP","notch; notched ","2386"
"epaŋ","PCEMP","notch; notched ","2386"
"epaŋ","PCMP","notch; notched ","2386"
"epap","PWMP","clap, flap, slap ","2385"
"empas","PWMP","fall away, crumble (as a wall) ","2338"
"epat","PMP","four ","5162"
"epat","PWMP","four ","5162"
"epat","PCEMP","four ","5162"
"epat","PCMP","four ","5162"
"epat epat","PMP","four at a time ","5184"
"epat epat","PWMP","four at a time ","5184"
"epat epat","PCEMP","four at a time ","5184"
"epat epat","PCMP","four at a time ","5184"
"epat-an","PWMP","group of four (?) ","5182"
"epat-en","PWMP","be divided into four ","5183"
"empeŋ","PMP","block, obstruct, dam a stream ","2339"
"empeŋ","PWMP","block, obstruct, dam a stream ","2339"
"empeŋ","PCEMP","block, obstruct, dam a stream ","2339"
"empeŋ","PCMP","block, obstruct, dam a stream ","2339"
"epeŋ","PMP","make a dull sound in the ears ","2387"
"epeŋ","PWMP","make a dull sound in the ears ","2387"
"epeŋ","PCEMP","make a dull sound in the ears ","2387"
"epeŋ","PCMP","make a dull sound in the ears ","2387"
"epid","PWMP","braid, intertwine ","2388"
"epiq","PMP","burnt food which adheres to the pot ","2389"
"epiq","PWMP","burnt food which adheres to the pot ","2389"
"epiq","PCEMP","burnt food which adheres to the pot ","2389"
"epiq","PCMP","burnt food which adheres to the pot ","2389"
"epit","PMP","burnt food which adheres to the pot ","2390"
"epit","PWMP","burnt food which adheres to the pot ","2390"
"epit","PCEMP","burnt food which adheres to the pot ","2390"
"epit","PCMP","burnt food which adheres to the pot ","2390"
"empu","PMP","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu","PWMP","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu","PCEMP","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu","PCMP","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu","PEMP","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu","PSHWNG","grandparent/grandchild (recipr.); ancestor; lord, master, owner ","2340"
"empu-an","PWMP","object of respect; distinguished or respected person ","2341"
"epuk","PMP","make a popping sound ","2392"
"epuk","PWMP","make a popping sound ","2392"
"epuk","PCEMP","make a popping sound ","2392"
"epuk","PCMP","make a popping sound ","2392"
"empu-ni-a","PWMP","owner, possessor ","2342"
"empú-ŋ","PWMP","grandfather, grandmother; ancestor (vocative) ","2343"
"empu-q","PMP","grandfather, grandmother, ancestor (vocative) ","2344"
"empu-q","PWMP","grandfather, grandmother, ancestor (vocative) ","2344"
"empu-q","PCEMP","grandfather, grandmother, ancestor (vocative) ","2344"
"empu-q","PCMP","grandfather, grandmother, ancestor (vocative) ","2344"
"epus","PMP","stump, stub; finish, complete ","2393"
"epus","PWMP","stump, stub; finish, complete ","2393"
"epus","PCEMP","stump, stub; finish, complete ","2393"
"epus","PCMP","stump, stub; finish, complete ","2393"
"epus","PEMP","stump, stub; finish, complete ","2393"
"eput","PWMP","puff, blow suddenly ","2394"
"erak","PWMP","harsh loud sound ","2395"
"erit","PCEMP","scratch, scrape ","2400"
"erit","PCMP","scratch, scrape ","2400"
"erit","PEMP","scratch, scrape ","2400"
"erut","PWMP","rumbling sound ","2402"
"eRes","PMP","shrink (of living things) ","2396"
"eRes","PWMP","shrink (of living things) ","2396"
"eRes","PCEMP","shrink (of living things) ","2396"
"eRes","PCMP","shrink (of living things) ","2396"
"eRiq","PAN","sword grass: Imperata cylindrica ","2399"
"eRiq","PMP","sword grass: Imperata cylindrica ","2399"
"eRiq","PWMP","sword grass: Imperata cylindrica ","2399"
"eRiq","PCEMP","sword grass: Imperata cylindrica ","2399"
"eRiq","PCMP","sword grass: Imperata cylindrica ","2399"
"eRiq","PEMP","sword grass: Imperata cylindrica ","2399"
"eRiq","PSHWNG","sword grass: Imperata cylindrica ","2399"
"esa","PAN","one ","2406"
"esa","PMP","one ","2406"
"esa","PWMP","one ","2406"
"esa","PCEMP","one ","2406"
"esa","PCMP","one ","2406"
"esa","PEMP","one ","2406"
"esa","PSHWNG","one ","2406"
"esa","POC","one ","2406"
"esa esa","PMP","one by one ","2410"
"esa esa","PWMP","one by one ","2410"
"esa esa","PCEMP","one by one ","2410"
"esa esa","PCMP","one by one ","2410"
"esak","PMP","cooked, ripe ","2403"
"esak","PWMP","cooked, ripe ","2403"
"esek","PMP","crowded; crowd together ","2411"
"esek","PWMP","crowded; crowd together ","2411"
"esek","PCEMP","crowded; crowd together ","2411"
"esek","PEMP","crowded; crowd together ","2411"
"esek","PMP","drive in stakes or posts ","12245"
"esek","PWMP","drive in stakes or posts ","12245"
"esem","PWMP","sour ","2412"
"eseŋ","PMP","blow the nose by pinching off one nostril ","2414"
"eseŋ","PWMP","blow the nose by pinching off one nostril ","2414"
"eseŋ","PCEMP","blow the nose by pinching off one nostril ","2414"
"eseŋ","PCMP","blow the nose by pinching off one nostril ","2414"
"esuŋ","PMP","rice mortar ","2415"
"esuŋ","PWMP","rice mortar ","2415"
"esuŋ","PCEMP","rice mortar ","2415"
"esuŋ","PCMP","rice mortar ","2415"
"etak","PWMP","notch, as in a tree trunk; notch-shaped area under the glans penis ","2416"
"eták","PPH","bush knife, machete ","2429"
"etas","PWMP","slash, chop away ","2417"
"eteb","PWMP","cut off, prune ","2418"
"etek","PWMP","sound of light knocking ","2419"
"etel","PMP","constipation; packed hard and firm ","2421"
"etel","PWMP","constipation; packed hard and firm ","2421"
"etel","PCEMP","constipation; packed hard and firm ","2421"
"etel","PCMP","constipation; packed hard and firm ","2421"
"eter","PMP","shake, vibrate, tremble ","2422"
"eter","PWMP","shake, vibrate, tremble ","2422"
"eter","PCEMP","shake, vibrate, tremble ","2422"
"eter","PCMP","shake, vibrate, tremble ","2422"
"etes","PMP","chop, hack, cut off ","2423"
"etes","PWMP","chop, hack, cut off ","2423"
"etes","PCEMP","chop, hack, cut off ","2423"
"etes","PCMP","chop, hack, cut off ","2423"
"etes","PWMP","cross a river ","2424"
"etik","PWMP","little, few; small amount ","2425"
"etip","PWMP","burnt rice which adheres to the pot ","2427"
"etuk","PMP","knock, pound, thud ","2428"
"etuk","PWMP","knock, pound, thud ","2428"
"etuk","PCEMP","knock, pound, thud ","2428"
"etuk","PCMP","knock, pound, thud ","2428"
"entul","PWMP","bounce, rebound ","2377"
"enzak","PWMP","step, tread; stamp ","2378"
"ezan","PMP","notched log ladder ","2430"
"ezan","PWMP","notched log ladder ","2430"
"ezan","PCEMP","notched log ladder ","2430"
"ezan","PCMP","notched log ladder ","2430"
"enzi","PWMP","term of address to girls ","2379"
"enzi-q","PWMP","term of address to girls ","2380"
"e(n)zuk","PWMP","proffer, offer ","2451"
"gambaŋ","PWMP","valued metal ","2469"
"gaCel","PAN","itch, feel itchy ","7150"
"gaduŋ","PWMP","kind of tuber: Dioscorea spp. ","2461"
"gae","PCMP","to hook, gaff ","7730"
"gaŋgaŋ","PWMP","heat or dry something near a fire ","6505"
"gagar","PMP","brave, plucky ","2462"
"gagar","PWMP","brave, plucky ","2462"
"gagar","PCEMP","brave, plucky ","2462"
"gagar","PCMP","brave, plucky ","2462"
"gagu","PWMP","dumb, mute ","6741"
"gakgak","PWMP","caw, as a crow; raucous talking of people ","8713"
"gala","PPH","the almasiga tree: Agathis celebica (Koord.) ","10978"
"galamáy","PPH","finger, toe; tentacles of octopus ","12251"
"galaŋ-en","PPH","to show respect for someone ","12196"
"galiŋgaŋ","PWMP","a tree: Cassia alata ","2463"
"galiŋ","PWMP","to grind, crush by grinding ","10480"
"galu","PMP","stir, mix ","2465"
"galu","PWMP","stir, mix ","2465"
"galu","PCEMP","stir, mix ","2465"
"galu","PCMP","stir, mix ","2465"
"galu","PEMP","stir, mix ","2465"
"galu","POC","stir, mix ","2465"
"galugaʔ","PWMP","a plant: Bixa orellana ","2464"
"galuŋ","PWMP","curve ","2466"
"gama","POC","morning star? ","6812"
"gamak","PWMP","feel, hold in the hand ","6837"
"gamat","PWMP","plant from which a dyestuff is obtained ","2467"
"gamaʔ","PWMP","catch fish or shrimp with the hands ","2468"
"gamet","PWMP","edible sea animal or plant ","2470"
"gamut","PPH","poison ","9885"
"gamut-en","PPH","to poison ","9886"
"ganas","PMP","raw energy, animal appetite ","2471"
"ganas","PWMP","raw energy, animal appetite ","2471"
"ganas","PCEMP","raw energy, animal appetite ","2471"
"ganas","PCMP","raw energy, animal appetite ","2471"
"gaŋa","PPH","to open the mouth ","12145"
"gapgap","PMP","stammer ","2472"
"gapgap","PWMP","stammer ","2472"
"gapgap","PCEMP","stammer ","2472"
"gapgap","PEMP","stammer ","2472"
"ga-pica","POC","how much?, how many? ","8051"
"ga(m)puŋ","PWMP","float ","2481"
"garaŋ","PAN","fierce, intense, as of appetite or temper ","8842"
"garaŋ","PMP","fierce, intense, as of appetite or temper ","8842"
"garaŋ","PWMP","fierce, intense, as of appetite or temper ","8842"
"garaŋ","PMP","uneven, of edges, jagged, rough ","8843"
"garaŋ","PWMP","uneven, of edges, jagged, rough ","8843"
"garaŋ","PCEMP","uneven, of edges, jagged, rough ","8843"
"garaŋ","PCMP","uneven, of edges, jagged, rough ","8843"
"garaŋ-gasaŋ","PMP","uneven, of edges, jagged, rough ","8844"
"garaŋ-gasaŋ","PWMP","uneven, of edges, jagged, rough ","8844"
"garaŋ-gasaŋ","PCEMP","uneven, of edges, jagged, rough ","8844"
"garaŋ-gasaŋ","PCMP","uneven, of edges, jagged, rough ","8844"
"garaw-en","PPH","to move or touch in an agitated or compulsive fashion ","8579"
"garáw","PPH","restlessness, wild or unruly movement ","8578"
"gariŋ","PWMP","mill or grind ","2475"
"garis","PMP","to brush past, rub or scrape against; draw a line ","8845"
"garis","PWMP","to brush past, rub or scrape against; draw a line ","8845"
"garis","PCEMP","to brush past, rub or scrape against; draw a line ","8845"
